word,original,pos,accent,note,source
ダイ,大,名,HL,,近畿日本語アクセント辞典
ダイオウ,大王,名,HHHL,,近畿日本語アクセント辞典
ダイオウ,大黄,名,LLLH,,甲種日本語アクセント辞典（OCR）
ダイガク,大学,名,HHHH,,近畿日本語アクセント辞典
ダイガクサイ,大学祭,名,HHHHLL,,近畿日本語アクセント辞典
ダイガクセイ,大学生,名,HHHLLL,,近畿日本語アクセント辞典
ダイショウブ,大丈夫,形動・感,HHHLL,高知はHHLLL（若年層はHHHLLの他HHHLL/LLHLL等もあり、揺れが見られる）,甲種日本語アクセント辞典
ダイジ,大事,形動ヤ,HLL,,近畿日本語アクセント辞典
ダイジョウブ,大丈夫,形動・感,HHHLL,,近畿日本語アクセント辞典
ダイチ,大地,名,HLL,,近畿日本語アクセント辞典
ダイマオウ,大魔王,名,HHHLL,,近畿日本語アクセント辞典
ダイヤ,dia-,名,HLL,,近畿日本語アクセント辞典
ダゲキ,打撃,名スル,LLH,,近畿日本語アクセント辞典
ダッショク,脱色,名スル,HHHH,,近畿日本語アクセント辞典
ダッピ,脱皮,名スル,LLH,,近畿日本語アクセント辞典
ダブり,doub-り,名(俗),LHL,,近畿日本語アクセント辞典
ダブる,doub-る,名(俗),HHH,,近畿日本語アクセント辞典
ダメ,駄目,形動ヤ,HL,,近畿日本語アクセント辞典
ダラク,堕落,名スル,LLH,,近畿日本語アクセント辞典
ダン,壇,名,HL,,近畿日本語アクセント辞典
ダン,段,名,LH,強勢形なし,甲種日本語アクセント辞典（OCR）
ダンさん,旦さん,名(俗),LLLH,,近畿日本語アクセント辞典
ダンじり,地車,名,LLLH,,近畿日本語アクセント辞典
ダンシ,男子,名,HLL,,近畿日本語アクセント辞典
ダンシコウ,男子校,名,HHHLL,,近畿日本語アクセント辞典
ダンショウ,男子校,名,HHHLL,,甲種日本語アクセント辞典
ダンジュン,単純,形動ヤ,HHHH,,甲種日本語アクセント辞典
ダンセイ,弾性,名,HHHH,,近畿日本語アクセント辞典
ダンゼン,断然,副,HHHH,,近畿日本語アクセント辞典
ダンナ,旦那,名,LLH,,近畿日本語アクセント辞典
チ,知,名,H,伸ばせず,近畿日本語アクセント辞典
チイ,地位,名,HL,,近畿日本語アクセント辞典
チイキ,地域,名,HLL,,近畿日本語アクセント辞典
チエ,智慧,名,HL,,近畿日本語アクセント辞典
チキュウ,地球,名,LLH,,近畿日本語アクセント辞典
チクショウ,畜生,名,HLLL,,近畿日本語アクセント辞典
チコク,遅刻,名スル,LLH,,近畿日本語アクセント辞典
チシキ,知識,名,HLL,,近畿日本語アクセント辞典
チジョウ,地上,名,LLH,,近畿日本語アクセント辞典
チセイ,知性,名,HLL,,近畿日本語アクセント辞典
チチ,遅々,形動タル,HL,,近畿日本語アクセント辞典
チップ,tip/chip,名,HLL,,近畿日本語アクセント辞典
チテキ,知的,形動ヤ,LLH,,近畿日本語アクセント辞典
チテキショウガイ,知的障碍,名,LLLHLLL,,近畿日本語アクセント辞典
チテキショウガイシャ,知的障碍者,名,LLLHHHLL,,近畿日本語アクセント辞典
チテキショウガイジ,知的障碍児,名,LLLHHHLL,,近畿日本語アクセント辞典
チノウ,知能,名,HLL,,近畿日本語アクセント辞典
チホウ,地方,名,HLL,,近畿日本語アクセント辞典
チメイテキ,致命的,形動ヤ,LLLLH,,近畿日本語アクセント辞典
チャ,茶,名,L(LH),「お」をつけるとLH,近畿日本語アクセント辞典
チャクショク,着色,名スル,HHHH,,近畿日本語アクセント辞典
チャヤ,茶屋,名,LH,,近畿日本語アクセント辞典
チャリげ,チャリ毛,名(俗),LHL,,近畿日本語アクセント辞典
チャリンコ,,名(俗),HHHH,,近畿日本語アクセント辞典
チュウ,忠,名,HL,,近畿日本語アクセント辞典
チュウオウ,中央,名,LLHL,,近畿日本語アクセント辞典
チュウガク,中学,名,LHLL,,近畿日本語アクセント辞典
チュウガクセイ,中学生,名,LLHLLL,,近畿日本語アクセント辞典
チュウガッコウ,中学校,名,LLHHLL,,近畿日本語アクセント辞典
チュウゴク,中国,国名,LHLL,,近畿日本語アクセント辞典
チュウシン,中心,名,LLLH,,近畿日本語アクセント辞典
チュウトウ,中東,地名,LLLH,,近畿日本語アクセント辞典
チュウニュ,中入,名(俗),LHL,,近畿日本語アクセント辞典
チュロス,churros,名,HLL,,近畿日本語アクセント辞典
チョウ,兆,名,HL,,近畿日本語アクセント辞典
チョウエキ,懲役,名,HHHH,,近畿日本語アクセント辞典
チョウエツ,超越,名スル,HHHH,,近畿日本語アクセント辞典
チョウシ,調子,名,HHH,,近畿日本語アクセント辞典
チョウジ,弔事,名,LLH,,近畿日本語アクセント辞典
チョウジュ,長寿,名,HLL,,近畿日本語アクセント辞典
チョウジン,超人,名,HHHH,,近畿日本語アクセント辞典
チョウゼツ,超絶,名,HHHH,,近畿日本語アクセント辞典
チョウダイ,頂戴,名スル,HHHH,,近畿日本語アクセント辞典
チョウテイ,朝廷,名,HHHH,,近畿日本語アクセント辞典
チョウド,丁度・調度,副,LHL,,近畿日本語アクセント辞典
チョウリ,調理,名,HLL,,近畿日本語アクセント辞典
チョウレイ,朝礼,名,HHHH,,近畿日本語アクセント辞典
チョウワ,調和,名スル,LLH,,近畿日本語アクセント辞典
チョクメイ,勅命,名,HHHH,,近畿日本語アクセント辞典
チョチク,貯蓄,名スル,LLH,,近畿日本語アクセント辞典
チリ,Chile,地名,HL,,近畿日本語アクセント辞典
チン,朕,代,HL,,近畿日本語アクセント辞典
チンデン,沈殿,名スル,HHHH,,近畿日本語アクセント辞典
ツアー,tour,名,HLL,,近畿日本語アクセント辞典
ツイラク,墜落,名スル,HHHH,,近畿日本語アクセント辞典
ツウテンカク,通天閣,建造物名,LLHLLL,,近畿日本語アクセント辞典
ツウヤク,通訳,名スル,LHLL,,近畿日本語アクセント辞典
ツマヨウジ,爪楊枝,名,HHHHH,,近畿日本語アクセント辞典
ツヤ,通夜,名,HL,,近畿日本語アクセント辞典
ツール,tool,名,HLL,,近畿日本語アクセント辞典
テイ,亭,名,HL,,近畿日本語アクセント辞典
テイオウ,帝王,名,LLHL,,近畿日本語アクセント辞典
テイガク,停学,名,HHHH,,近畿日本語アクセント辞典
テイコク,定刻,名,HHHH,,近畿日本語アクセント辞典
テイゾク,低俗,形動ヤ,HHHH,,近畿日本語アクセント辞典
テイレツ,低劣,形動ヤ,HHHH,,近畿日本語アクセント辞典
テクい,tech-い,形(俗),HLL,,近畿日本語アクセント辞典
テジョウ,手錠,名,LLH,,近畿日本語アクセント辞典
テツジン,鉄人,名,HHHH,,近畿日本語アクセント辞典
テツボウ,鉄棒,名,HHHH,,近畿日本語アクセント辞典
テレビ,televi-,名,LHL/HLL,昨今では山型化したLHLが主流。,近畿日本語アクセント辞典
テン,点,名,HH,,近畿日本語アクセント辞典
テンかす,天滓,名,LLLH,,近畿日本語アクセント辞典
テンカ,天下,名,HLL,,近畿日本語アクセント辞典
テンキン,転勤,名スル,HHHH,,近畿日本語アクセント辞典
テンケイ,典型,名,HHHH,,近畿日本語アクセント辞典
テンゴク,天国,名,HLLL,,近畿日本語アクセント辞典
テンサイ,天才,名,HHHH,,近畿日本語アクセント辞典
テンシ,天使,名,HLL,,近畿日本語アクセント辞典
テンショウ,転生,名スル,HHHH,,近畿日本語アクセント辞典
テンセイ,転生,名スル,HHHH,,近畿日本語アクセント辞典
テンソウ,転送,名スル,HHHH,,近畿日本語アクセント辞典
テントウむし,天道虫,名,HHHLLL,,近畿日本語アクセント辞典
テンノウ,天皇,名,LLHL,,近畿日本語アクセント辞典
テンノウジ,天王寺,地名,LLHLL,,近畿日本語アクセント辞典
テンプ,添付,名スル,LLH,,近畿日本語アクセント辞典
テンマ,天満,地名,LHL,,近畿日本語アクセント辞典
テンマばし,天満橋,地名,LLHLL,,近畿日本語アクセント辞典
ディスる,disる,五段(俗),HHH,,近畿日本語アクセント辞典
デイスイ,泥酔,名スル,HHHH,,近畿日本語アクセント辞典
デコる,decoる,五段(俗),HHH,,近畿日本語アクセント辞典
デコレーション,decoration,名,LLHLLL,,近畿日本語アクセント辞典
デシ,弟子,名,HL,,近畿日本語アクセント辞典
デン,伝,名,HL,,近畿日本語アクセント辞典
デンエン,田園,名,HHHH,,近畿日本語アクセント辞典
デンカ,殿下,接尾,HLL,,近畿日本語アクセント辞典
デンゲキ,電撃,名スル,HHHH,,近畿日本語アクセント辞典
デンシャ,電車,名,LLH,,近畿日本語アクセント辞典
デンセツ,伝説,名,HHHH,,近畿日本語アクセント辞典
デンワ,電話,名,HHH,,近畿日本語アクセント辞典
ト,徒,名,H,伸ばせず,近畿日本語アクセント辞典
トイ,樋,名,HH,京都ではLH↘とも,近畿日本語アクセント辞典
トウ,党,名,HL,,近畿日本語アクセント辞典
トウイツ,統一,名スル,HHHH,,近畿日本語アクセント辞典
トウキョウ,東京,地名,HHHH,,近畿日本語アクセント辞典
トウキョウタワー,東京タワー,建造物名,HHHHHLL,,近畿日本語アクセント辞典
トウギョ,統御,名スル,HLL,,近畿日本語アクセント辞典
トウケツ,凍結,名スル,HHHH,,近畿日本語アクセント辞典
トウサン,倒産,名スル,HHHH,,近畿日本語アクセント辞典
トウチ,統治,名スル,HLL,,近畿日本語アクセント辞典
トウチャク,到着,名スル,HHHH,,近畿日本語アクセント辞典
トウブ,頭部,名,HLL,,近畿日本語アクセント辞典
トカイ,都会,名,LLH,,近畿日本語アクセント辞典
トク,徳,名,HH,,近畿日本語アクセント辞典
トシ,都市,名,HL,,近畿日本語アクセント辞典
トチ,土地,名,LH,強勢形なし,近畿日本語アクセント辞典
トックリ,徳利,名,HLLL,近年は山型化したLLHLが主流,近畿日本語アクセント辞典
トマト,tomato,名,LHL,,近畿日本語アクセント辞典
トランプ,trump,名,LHLL,,近畿日本語アクセント辞典
トリョウ,塗料,名,HLL,,近畿日本語アクセント辞典
トルネード,tornado,名,HHHLL,,近畿日本語アクセント辞典
トンぼり,頓堀,地名(俗),LLLH,,近畿日本語アクセント辞典
ド,度,名,H(HH),,近畿日本語アクセント辞典
ドアホ,弩阿呆,名(俗),HLL,,近畿日本語アクセント辞典
ドアホウ,弩阿呆,名,HLLL,,近畿日本語アクセント辞典
ドイツゴ,独逸語,名,HHHH,,近畿日本語アクセント辞典
ドウ,胴,名,HL,,近畿日本語アクセント辞典
ドウグ,道具,名,HLL,,近畿日本語アクセント辞典
ドウシ,同志・同士,名,HLL,,近畿日本語アクセント辞典
ドウセイアイ,同性愛,名,LLHLLL,,近畿日本語アクセント辞典
ドウセイアイシャ,同性愛者,名,LLLLHLL,,近畿日本語アクセント辞典
ドウタイ,胴体,名,LHLL,,近畿日本語アクセント辞典
ドウトンぼり,道頓堀,地名,HHHLLL,アクセント型の簡素化の風潮により、LLHLLLに変化中,近畿日本語アクセント辞典
ドウトンぼりがわ,道頓堀川,地名,LLLLLHLL,,近畿日本語アクセント辞典
ドウブツ,動物,名,LLLH,,近畿日本語アクセント辞典
ドウメイ,同盟,名,LLLH,,近畿日本語アクセント辞典
ドウロ,道路,名,HLL,,近畿日本語アクセント辞典
ドウワ,同和,名,LLH,,近畿日本語アクセント辞典
ドキョウ,読経,名スル,HHH,,近畿日本語アクセント辞典
ドクガ,毒牙,名,HLL,,近畿日本語アクセント辞典
ドクジ,独自,形動・名,HLL,,近畿日本語アクセント辞典
ドクリツ,独立,名,HHHH,,近畿日本語アクセント辞典
ドショウマチ,道修町,地名,LHLLL,,近畿日本語アクセント辞典
ドビン,土瓶,名,LLH,,近畿日本語アクセント辞典
ドヨウ,土曜,名,LHL,,近畿日本語アクセント辞典
ドライバー,driver,名,LHLLL,,近畿日本語アクセント辞典
ドライブ,drive,名,LHLL,,近畿日本語アクセント辞典
ドリョク,努力,名スル,HLL,,近畿日本語アクセント辞典
ドーナツ,donuts,名,HLLL,,近畿日本語アクセント辞典
ナイカ,内科,名,HHH,,近畿日本語アクセント辞典
ナイゾウ,内蔵,名,LLLH,,近畿日本語アクセント辞典
ナイフ,内部,名,HLL,,甲種日本語アクセント辞典（OCR）
ナイブ,内部,名,HLL,,近畿日本語アクセント辞典
ナイメン,内面,名,LLLH,,近畿日本語アクセント辞典
ナウぃ,nowい,形(俗),HLL,廃語,甲種日本語アクセント辞典
ナウい,nowい,形(俗),HLL,,近畿日本語アクセント辞典
ナン,難,名,HL,,近畿日本語アクセント辞典
ナンど,納戸,名,HHH,,近畿日本語アクセント辞典
ナンギ,難儀,形動ヤ,HLL,,近畿日本語アクセント辞典
ナンド,何度,LLH,,,甲種日本語アクセント辞典（OCR）
ナンド,何度,,LLH,,近畿日本語アクセント辞典
ニ,ニ,数,L(LH),,近畿日本語アクセント辞典
ニイ,二位,数,HL,,近畿日本語アクセント辞典
ニク,肉,名,HL,,近畿日本語アクセント辞典
ニクショク,肉食,名スル,HHHH,,近畿日本語アクセント辞典
ニコ,二個,数,LH,,近畿日本語アクセント辞典
ニチヨウ,日曜,名,HHHL,,近畿日本語アクセント辞典
ニチヨウヒン,日用品,名,HHHHHH,,近畿日本語アクセント辞典
ニッポン,日本,地名,HHLL,,近畿日本語アクセント辞典
ニッポンばし,日本橋,地名,HHHHLL/LLHLLL,現在、HHHHLLからLLHLLLに移行中。,近畿日本語アクセント辞典
ニド,二度,副・名,HL,,近畿日本語アクセント辞典
ニホン,日本,地名,HLL,,近畿日本語アクセント辞典
ニホンシュ,日本酒,名,HHHH,,近畿日本語アクセント辞典
ニュウガク,入学,名スル,HHHH,,近畿日本語アクセント辞典
ニョウボウ,女房,名,HLLL,,近畿日本語アクセント辞典
ニン,任,名,HL,,近畿日本語アクセント辞典
ニンギョウ,人形,名,LLLH,,近畿日本語アクセント辞典
ニンゲン,人間,名,LLLH,,近畿日本語アクセント辞典
ニンシキ,認識,名スル,HHHH,,近畿日本語アクセント辞典
ニンチ,認知,名スル,HLL,,近畿日本語アクセント辞典
ニントクさん,仁徳さん,地名・人名,HLLLLL,,近畿日本語アクセント辞典
ネッする,熱する,サ変,LLLH,,近畿日本語アクセント辞典
ネツ,熱,名,HL,,近畿日本語アクセント辞典
ネツゾウ,捏造,名スル,HHHH,,近畿日本語アクセント辞典
ネハン,涅槃,名,HHH,,近畿日本語アクセント辞典
ネン,念,名,LH,強勢形なし,近畿日本語アクセント辞典
ネンレイ,年齢,名,HHHH,,近畿日本語アクセント辞典
ノウ,能,名,HL,,近畿日本語アクセント辞典
ノウゲ,脳外,名(俗),LHL,,近畿日本語アクセント辞典
ノウシンケイゲカ,脳神経外科,名,HHHHHHHL,,近畿日本語アクセント辞典
ノウヒン,納品,名スル,HHHH,,近畿日本語アクセント辞典
ノウミン,農民,名,LLLH,,近畿日本語アクセント辞典
ノート,note,名,HLL,,近畿日本語アクセント辞典
ノートパソコン,note pe-so-con-,名,HHHHLLL,,近畿日本語アクセント辞典
ハ,派,名,H(HH),京都ではL(LH)とも。,近畿日本語アクセント辞典
ハで,派手,形動ヤ,HL,,近畿日本語アクセント辞典
ハイ,灰,名,HH,,近畿日本語アクセント辞典
ハイ,拝,名,HL,,甲種日本語アクセント辞典（OCR）
ハイケン,拝見,名スル,HHHH,,近畿日本語アクセント辞典
ハイゴ,背後,名,HLL,,近畿日本語アクセント辞典
ハイタツ,配達,名スル,HHHH,,近畿日本語アクセント辞典
ハイメン,背面,名,HHHH,,近畿日本語アクセント辞典
ハカイ,破壊,名スル,LLH,,近畿日本語アクセント辞典
ハク,拍,名,HH,,近畿日本語アクセント辞典
ハクアイ,博愛,名,HHHH,,近畿日本語アクセント辞典
ハクガイ,迫害,名スル,HHHH,,近畿日本語アクセント辞典
ハクギン,白銀,名,HHHH,,近畿日本語アクセント辞典
ハシャ,覇者,名,HL,,近畿日本語アクセント辞典
ハジャ,破邪,名,HL,,近畿日本語アクセント辞典
ハソン,破損,名スル,LLH,,近畿日本語アクセント辞典
ハチフクジン,八福神,名,HHHHLL,,近畿日本語アクセント辞典
ハチュウルイ,爬虫類,名,LHLLL,,近畿日本語アクセント辞典
ハッキョウ,発狂,名スル,HHHH,,近畿日本語アクセント辞典
ハッショウ,発祥,名,HHHH,,近畿日本語アクセント辞典
ハッタツショウガイ,発達障碍,名,HHHHHLLL,,近畿日本語アクセント辞典
ハツオン,発音,名スル,HHHH,,近畿日本語アクセント辞典
ハムスター,hamster,名,LHLLL,,近畿日本語アクセント辞典
ハモる,hermoる,五段(俗),HHH,,近畿日本語アクセント辞典
ハラン,波乱,名,LLH,,近畿日本語アクセント辞典
ハリケーン,hurricane,名,HHHLL,,近畿日本語アクセント辞典
ハレツ,破裂,名スル,LLH,,近畿日本語アクセント辞典
ハロウィン,helloween,名,HLLL,,近畿日本語アクセント辞典
ハワイ,,名,LHL,元々HLL。山型化傾向。地域差あり,甲種日本語アクセント辞典
ハン,判,名,LH,,近畿日本語アクセント辞典
ハンこ,判子,名,LLH,,近畿日本語アクセント辞典
ハンざき,半裂き,名,LLLH/HHHH,,近畿日本語アクセント辞典
ハンエイ,繁栄,名スル,HHHH,,近畿日本語アクセント辞典
ハンカガイ,繁華街,名,LLHLL,,近畿日本語アクセント辞典
ハンキュウ,阪急,電車名,HLLL,,近畿日本語アクセント辞典
ハンキュウデンシャ,阪急電車,電車名,HHHHHLL,,近畿日本語アクセント辞典
ハンケツ,判決,名,HHHH,,近畿日本語アクセント辞典
ハンコ,判子,名,LLH,,甲種日本語アクセント辞典
ハンシン,阪神,地名・電車名・球団名,HLLL,,近畿日本語アクセント辞典
ハンシンデンシャ,阪神電車,電車名,HHHHHLL,,近畿日本語アクセント辞典
ハンダイ,阪大,学校名,LLLH,,近畿日本語アクセント辞典
ハンナ,阪奈,地名,LLH,,近畿日本語アクセント辞典
ハンナドウロ,阪奈道路,地名,LLLHLL,,近畿日本語アクセント辞典
ハンニン,犯人,名,HLLL,,近畿日本語アクセント辞典
ハンブン,半分,名,HHHL,,近畿日本語アクセント辞典
ハンブンこ,半分こ,名スル,HHHLL,,近畿日本語アクセント辞典
ハンプン,半分,名,HHHL,,甲種日本語アクセント辞典
ハンプンこ,半分こ,名スル,HHHLL,,甲種日本語アクセント辞典
ハンミョウ,斑猫,名,HHHH,,近畿日本語アクセント辞典
ハート,heart,名,HHH,,近畿日本語アクセント辞典
バイ,倍,名,LH,強勢形なし,近畿日本語アクセント辞典
バイカ,倍加,名スル,LLH,,近畿日本語アクセント辞典
バイキン,黴菌,名,LLLH,,近畿日本語アクセント辞典
バイク,bike,名,HLL,,近畿日本語アクセント辞典
バイライフ,,名,LLHLL,三代目桂米朝の落語に登場する、謎の名詞。驚く議論されるが、未だに詳細は不明。しかし、醜い客貌の例えに使われるなど、用法は断片的に知られている。恐ろしい神？悪魔？妖怪？,甲種日本語アクセント辞典
バカ,莫迦,形動・名,HL,,近畿日本語アクセント辞典
バカ-,莫迦,接頭語(俗),HH,,近畿日本語アクセント辞典
バショ,場所,名,LH,強勢形なし,近畿日本語アクセント辞典
バチ,撥・枹,名,HL,,近畿日本語アクセント辞典
バッタ,飛蝗,名,LLH,,近畿日本語アクセント辞典
バツ,罰,名,HL,,近畿日本語アクセント辞典
バナナ,banana,名,LHL,,近畿日本語アクセント辞典
ババ,馬場,名,HL,,近畿日本語アクセント辞典
ババロア,bavarois,名,HHHH,,近畿日本語アクセント辞典
バンゴウ,番号,名,LLHL,,近畿日本語アクセント辞典
バー,bar,名,HL,,近畿日本語アクセント辞典
パイライフ,,名,LLHLL,,近畿日本語アクセント辞典
パソコン,pe-so-con-,名,LLLH,,近畿日本語アクセント辞典
パフェ,parfait,名,HL,,近畿日本語アクセント辞典
パン,pão,名,HL,,近畿日本語アクセント辞典
パンツ,pants,名,HLL,,近畿日本語アクセント辞典
パンナコッタ,panna cotta,名,HHHHHL,,近畿日本語アクセント辞典
ヒ,碑,名,H(HH),,近畿日本語アクセント辞典
ヒガイ,被害,名,HLL,,近畿日本語アクセント辞典
ヒゲキ,悲劇,名,HLL,,近畿日本語アクセント辞典
ヒゲキテキ,悲劇的,形動ヤ,HHHHH,,近畿日本語アクセント辞典
ヒコウ,非行,名スル,LLH,,近畿日本語アクセント辞典
ヒコウキ,飛行機,名,LHLL,,近畿日本語アクセント辞典
ヒコク,被告,名,LLH,,近畿日本語アクセント辞典
ヒシ,皮脂,名,HL,,近畿日本語アクセント辞典
ヒショウ,飛翔,名スル,LLH,,近畿日本語アクセント辞典
ヒジョウに,,副,LLLH,,近畿日本語アクセント辞典
ヒチ,質,名,HL,,近畿日本語アクセント辞典
ヒッシ,必死,形動ヤ,LLH,,近畿日本語アクセント辞典
ヒツヨウ,必要,形動ヤ,HHHH,,近畿日本語アクセント辞典
ヒテイケイ,否定形,名,LLLLH,,近畿日本語アクセント辞典
ヒフ,皮膚,名,LH,,近畿日本語アクセント辞典
ヒミツケッシャ,秘密結社,名,LLLHHL,,近畿日本語アクセント辞典
ヒャク,百,数,HL,,近畿日本語アクセント辞典
ヒャクショウ,百姓,名,LLHL,HLLLも許容。,近畿日本語アクセント辞典
ヒョウ,表,名,HH,,近畿日本語アクセント辞典
ヒョウゴ,兵庫,地名,HLL/LHL,山型化あり。現在、二者が拮抗しており、今後どちらが優勢になるかは不明。,近畿日本語アクセント辞典
ヒョウメン,表面,名,HHHL,,近畿日本語アクセント辞典
ヒロウエン,披露宴,名,LHLLL,,近畿日本語アクセント辞典
ヒロウス,飛竜頭,名,HHHH,,近畿日本語アクセント辞典
ヒンシ,品詞,名,LLH,,近畿日本語アクセント辞典
ビ,美,名,H,伸ばせず,近畿日本語アクセント辞典
ビショウ,微笑,名スル,LLH,,近畿日本語アクセント辞典
ビミョウ,微妙,形動ヤ,LLH,,近畿日本語アクセント辞典
ビョウゲンキン,病原菌,名,HHHHHH,,近畿日本語アクセント辞典
ビョウゲンタイ,病原体,名,HHHHHH,,近畿日本語アクセント辞典
ビョウドウ,平等,名,LLLH,,近畿日本語アクセント辞典
ビリケン,Billiken,神名,LLLH,,近畿日本語アクセント辞典
ビン,瓶,名,HL,,近畿日本語アクセント辞典
ビンボウ,貧乏,形動・名スル,LHLL,,近畿日本語アクセント辞典
ビール,beer,名,HLL,,近畿日本語アクセント辞典
ピック,pick,名,HLL,,近畿日本語アクセント辞典
フ,負,名,H,伸ばせず,近畿日本語アクセント辞典
フウ,封,名,HL,,近畿日本語アクセント辞典
フウミ,風味,名,HLL,,近畿日本語アクセント辞典
フカ,不可,名,HL,,近畿日本語アクセント辞典
フカシギ,不可思議,形動ヤ,LHLL,,近畿日本語アクセント辞典
フカンゼンヘンタイ,不完全変態,名,LLLLLHLLL,,近畿日本語アクセント辞典
フキツ,不吉,形動ヤ,LLH,,近畿日本語アクセント辞典
フク,服,名,HL,,近畿日本語アクセント辞典
フクざさ,福笹,名,HHHH,,近畿日本語アクセント辞典
フクザツ,複雑,名,HHHH,,近畿日本語アクセント辞典
フクシ,副詞,名,LLH,,近畿日本語アクセント辞典
フクタン,副担,名(俗),LLLH,,近畿日本語アクセント辞典
フクタンニン,副担任,名,HHHLLL,,近畿日本語アクセント辞典
フクブ,腹部,名,HLL,山型化あり。,近畿日本語アクセント辞典
フクロウ,梟,名,LHLL,,近畿日本語アクセント辞典
フケイ,府警・婦警,名,HLL,山型化あり。,近畿日本語アクセント辞典
フザイ,不在,形動ヤ,LLH,,近畿日本語アクセント辞典
フシ,父子,名,HL,,近畿日本語アクセント辞典
フシギ,不思議,形動ヤ,HHH,近年はLLHに変化しつつある。,近畿日本語アクセント辞典
フシギと,不思議と,副(俗),LLLH,,近畿日本語アクセント辞典
フシゼン,不自然,形動ヤ,LHLL,,近畿日本語アクセント辞典
フシンジン,不信心,形動・名,LHLLL,,近畿日本語アクセント辞典
フジ,富士,地名,HL,,近畿日本語アクセント辞典
フジン,婦人・夫人,名,HHH,,近畿日本語アクセント辞典
フセイカクな,不正確な,形動ヤ,LHLLLL,,近畿日本語アクセント辞典
フソク,不足,名スル,LLH,,近畿日本語アクセント辞典
フゾク,付属,名,LLH,,近畿日本語アクセント辞典
フチ,不治,名,HL,,近畿日本語アクセント辞典
フチョウワ,不調和,名,LHLL,東京式からの流用？,近畿日本語アクセント辞典
フッカツ,復活,名スル,LLLH,,近畿日本語アクセント辞典
フテキ,不敵,名,LLH,,近畿日本語アクセント辞典
フドウ,不動,名,LLH,注意：「お」を付ける際はLHLL,近畿日本語アクセント辞典
フドウサン,不動産,名,LLLLH,,近畿日本語アクセント辞典
フヘン,不変,形動・名,LLH,,近畿日本語アクセント辞典
フメツ,不滅,名,LLH,,近畿日本語アクセント辞典
フユウ,浮遊,名スル,LLH,,近畿日本語アクセント辞典
フヨ,付与,名スル,HL,,近畿日本語アクセント辞典
フヨウ,扶養,名スル,LLH,,近畿日本語アクセント辞典
フラゴ,Fra語,名,LHL,,近畿日本語アクセント辞典
フランスゴ,France語,名,LLLLH,,近畿日本語アクセント辞典
フリョ,不慮,名,HL,,近畿日本語アクセント辞典
フリョウ,不良,形動・名,LLH,,近畿日本語アクセント辞典
フリーズ,freeze,名スル,LHLL,,近畿日本語アクセント辞典
フワ,不和,名,HL,,近畿日本語アクセント辞典
フンサイ,粉砕,名スル,HHHH,,近畿日本語アクセント辞典
ブ,武,名,H,伸ばせず,近畿日本語アクセント辞典
ブキミ,不気味,形動ヤ,LLH,,近畿日本語アクセント辞典
ブケ,武家,名,HL,,近畿日本語アクセント辞典
ブシ,武士,名,HL,,近畿日本語アクセント辞典
ブジ,無事,名,HH,,近畿日本語アクセント辞典
ブッキョウ,仏教,名,LLHL,,近畿日本語アクセント辞典
ブッコクド,仏国土,名,HHHHL,,近畿日本語アクセント辞典
ブッダ,仏陀,名,HLL,,近畿日本語アクセント辞典
ブライ,無頼,名,LLH,,近畿日本語アクセント辞典
ブラク,部落,名,HHH,,近畿日本語アクセント辞典
ブレイ,無礼,形動・名,LHL,,近畿日本語アクセント辞典
ブン,文,名,HL,,近畿日本語アクセント辞典
ブンカ,文化,名,HLL,,近畿日本語アクセント辞典
ブンカサイ,文化祭,名,LLHLL,,近畿日本語アクセント辞典
ブンカツ,分割,名スル,HHHH,,近畿日本語アクセント辞典
ブンケン,文献,名,HHHH,,近畿日本語アクセント辞典
ブンブ,文武,名,HLL,,近畿日本語アクセント辞典
ブンポウ,文法,名,LLLH,,近畿日本語アクセント辞典
ブンリ,分離,名スル,LLH,,近畿日本語アクセント辞典
プラス,plus,名スル,HLL,,近畿日本語アクセント辞典
プリン,pudding,名,HLL,,近畿日本語アクセント辞典
ヘイカ,陛下,接尾,HLL,,近畿日本語アクセント辞典
ヘイワ,平和,名,LLH,,近畿日本語アクセント辞典
ヘヤ,部屋,名,HL,,近畿日本語アクセント辞典
ヘン,辺,名,HH,,近畿日本語アクセント辞典
ヘン-,変,接頭語,HL,,近畿日本語アクセント辞典
ヘンケン,偏見,名,HHHH,,近畿日本語アクセント辞典
ヘンシン,変身,名スル,HHHH,,近畿日本語アクセント辞典
ヘンジン,変人,名,LLLH,,近畿日本語アクセント辞典
ヘンタイ,変態,名スル,HHHH,,近畿日本語アクセント辞典
ベッコウ,鼈甲,名,LLHL,,近畿日本語アクセント辞典
ベッコウばち,鼈甲蜂,名,LLHLLL,,近畿日本語アクセント辞典
ベッシ,蔑視,名スル,HHL,,近畿日本語アクセント辞典
ベン,弁,名,HL,,近畿日本語アクセント辞典
ベンちゃら,,名,LLLH,,近畿日本語アクセント辞典
ベンガク,勉学,名,HLLL,,近畿日本語アクセント辞典
ベンキョウ,勉強,名スル,HHHH,,近畿日本語アクセント辞典
ベンゴシ,弁護士,名,LLHL,,近畿日本語アクセント辞典
ベントウ,,名,LLHL,HLLLも許容。,近畿日本語アクセント辞典
ペン,pen,名,HL,,近畿日本語アクセント辞典
ペンじり,pen尻,名,HHHH,,近畿日本語アクセント辞典
