word,original,pos,accent,note,source
ごうま,降魔,名スル,HLL,,近畿日本語アクセント辞典
ごお,五,名,HH,連続で数える場合,甲種日本語アクセント辞典
ごかい,沙蚕,名,LLH,,近畿日本語アクセント辞典
ごご,午後,Noun,LH↘,,Wikibooks
ごしゅじん,ご主人,Noun,HHLL,,Wikibooks
ごぜん,午前,Noun,LHL,,Wikibooks
ごちそうさま,御馳走様,挨拶,HHHHHH,,近畿日本語アクセント辞典
ごっつい,,形,HHLL,,近畿日本語アクセント辞典
ごつい,,形,HLL,,近畿日本語アクセント辞典
ごはん,ご飯,Noun,HLL,,Wikibooks
ごま,胡麻,名,HH,,近畿日本語アクセント辞典
ごみ,,名,HL,,近畿日本語アクセント辞典
ごみむし,ごみ虫,名,LHLL,,近畿日本語アクセント辞典
ごみむしもどき,ごみ虫擬,名,LLLLHLL,,近畿日本語アクセント辞典
ごめん,御免,感,LLH,,近畿日本語アクセント辞典
ごめんちや,,挨拶,LLHLL,純土佐的表現,甲種日本語アクセント辞典
ごめんって,,挨拶,LLHLL,土佐弁の近畿化,甲種日本語アクセント辞典
ごめんて,,挨拶,LLHL,,甲種日本語アクセント辞典
ごめんで,,挨拶,LLHL,純土佐的表現,甲種日本語アクセント辞典
ごめんなさい,,挨拶,LLLHLL,,甲種日本語アクセント辞典
ごめんね,,挨拶,LHLH,,甲種日本語アクセント辞典
ごめんやで,,挨拶,LLHLL,近畿のみ,甲種日本語アクセント辞典
ごめんよ,,挨拶,LLLH,四国的表現,甲種日本語アクセント辞典
ごもく,,名,LLH,,近畿日本語アクセント辞典
ごんた,,名,HHH,,近畿日本語アクセント辞典
ごんたくれ,,名,HHHHH,,近畿日本語アクセント辞典
ごゾンじ,御存知,名,LHLL,,近畿日本語アクセント辞典
ごラン,御覧,名,LLH,,近畿日本語アクセント辞典
ごリヤク,御利益,名,LHLL,,近畿日本語アクセント辞典
さ,差,名,H(HH),,近畿日本語アクセント辞典
さい,,副,HH,,近畿日本語アクセント辞典
さい,采・賽,名,HL,,甲種日本語アクセント辞典（OCR）
さいご,最後,Noun,LHL,,Wikibooks
さいて,左様で,連語,HHH,「そうですか」の略。,甲種日本語アクセント辞典
さいで,左様で,連語,HHH,,近畿日本語アクセント辞典
さいなら,左様なら,感,HLHL,,近畿日本語アクセント辞典
さいばん,裁判,名,HLLL,,甲種日本語アクセント辞典（OCR）
さいばんかん,裁判官,名,HHHLLL,,甲種日本語アクセント辞典（OCR）
さいふ,財布,Noun,HHH,,Wikibooks
さいりょう,最良,名,HHHH,,甲種日本語アクセント辞典（OCR）
さいわい,幸ひ,形動・副,HHHH,,近畿日本語アクセント辞典
さえ,係助,LL,,,甲種日本語アクセント辞典（OCR）
さえ,,係助,LL,,近畿日本語アクセント辞典
さえる,冴える,下一段,LLH,,近畿日本語アクセント辞典
さえる・さえん,冴える,下一段,LLH（近世近畿・紀州熊神・阿波・土佐）HLL,,甲種日本語アクセント辞典
さえる・さえん,冴える,下一段,LLH（近世近畿・紀州龍神・阿波・土佐）HLL,,甲種日本語アクセント辞典（OCR）
さお,竿,名,HL,,近畿日本語アクセント辞典
さかい,,接助,HLL,,近畿日本語アクセント辞典
さかい,接助,HLL,「さかいこ」に同じ。,,甲種日本語アクセント辞典（OCR）
さかい,接助,HLL,「さかいに」に同じ。,,甲種日本語アクセント辞典（OCR）
さかいに,—,接助,LLLL,終止形を受けて順接を示す。注意：応用範囲が狭いため、以下の二点に注意すること。①「やから」のように「やさかいに」を文頭に用いることはできぬため、文頭について順接を示すときには必ず「そうじや」や「せや」などを伴う。②「＊～するさかいである。」のような体言的用法はできぬ。,甲種日本語アクセント辞典（OCR）
さかき,榊,名,HHH,,近畿日本語アクセント辞典
さかぐら,酒蔵,名,HHHH,,近畿日本語アクセント辞典
さかずき,盃,名,HHHH,,近畿日本語アクセント辞典
さかな,魚・肴,名,HHH,,近畿日本語アクセント辞典
さかば,酒場,名,HHH,,近畿日本語アクセント辞典
さかまんじゅう,酒饅頭,名,HHHLLL,京都の名産。,甲種日本語アクセント辞典（OCR）
さかマンジュウ,酒饅頭,名,HHHLLL,,近畿日本語アクセント辞典
さが,性・相,名,HL,,近畿日本語アクセント辞典
さがす,探す,五段,HHH,,近畿日本語アクセント辞典
さがす・さがさん,探す,五段,HHH・HHHH,,甲種日本語アクセント辞典
さがる,下がる,五段,HHH,,近畿日本語アクセント辞典
さがる・さがらん,下がる,五段,HHH・HHHH（近世近畿・紀州熊神・阿波・土佐）HLL・HHLL,,甲種日本語アクセント辞典
さがる・さがらん,下がる,五段,HHH・HHHH（近世近畿・紀州龍神・阿波・土佐）HLL・HHLL,,甲種日本語アクセント辞典（OCR）
さき,先・崎,名,HH,,近畿日本語アクセント辞典
さき,前,名,HL,,甲種日本語アクセント辞典（OCR）
さき,咲き,動名詞,LH,,甲種日本語アクセント辞典（OCR）
さきっちょ,先っちょ,名,HHHH,,近畿日本語アクセント辞典
さきっぽ,先っぽ,名,HHHH,,近畿日本語アクセント辞典
さぎ,鷺,名,HH,HLも許容,近畿日本語アクセント辞典
さぎ,詐欺,名,HL,,甲種日本語アクセント辞典（OCR）
さく,咲く,五段,HH,,近畿日本語アクセント辞典
さくぶん,作文,Noun,HHHH,,Wikibooks
さくら,桜,名,HHH,,近畿日本語アクセント辞典
さくらい,桜井,地名,LLHL/LHLL,伝統的にはLLHLと思われる,近畿日本語アクセント辞典
さくらもち,桜餅,名,LLHLL,,近畿日本語アクセント辞典
さけ,酒,名,HH,注意：「お」を付ける場合、LLHに変化する,近畿日本語アクセント辞典
さげ,下げ,名,HL,,近畿日本語アクセント辞典
さげる,下げる,下一段,LLH,,近畿日本語アクセント辞典
ささ,笹,名,HHHH,,近畿日本語アクセント辞典
ささえる,支へる,下一段,LLLH,,近畿日本語アクセント辞典
ささげ,大角豆,名,HHH,,近畿日本語アクセント辞典
ささげる,捧げる,下一段,HHHH,,近畿日本語アクセント辞典
さざれいし,さざれ石,名,HHHLL,,近畿日本語アクセント辞典
さし,差し,名,HL,,近畿日本語アクセント辞典
さす,刺す・指す,五段,LH,,近畿日本語アクセント辞典
させる,—,助動,HHH/LLH,HのあとではHHH、LのあてではLLH,甲種日本語アクセント辞典（OCR）
さそう,誘う,"Verb, 1-verb, Transitive verb",HHH,,Wikibooks
さそり,蠍,名,HHH,,近畿日本語アクセント辞典
さぞ,嘸,名,HL,,近畿日本語アクセント辞典
さだめ,定め,動名詞,HHL,,近畿日本語アクセント辞典
さだめる,定める,下一段,HHHH,,近畿日本語アクセント辞典
さち,幸,名,HL,,近畿日本語アクセント辞典
さっさと,,副,LLHL,,近畿日本語アクセント辞典
さて,扨,名,HL,,近畿日本語アクセント辞典
さとう,砂糖,Noun,LHL,,Wikibooks
さとり,悟り,動名詞,HHH,,近畿日本語アクセント辞典
さとる,悟る,五段,HHH,,近畿日本語アクセント辞典
さど,佐渡,地名,HL,,近畿日本語アクセント辞典
さどがしま,佐渡ヶ島,地名,LLHLL,,近畿日本語アクセント辞典
さなぎ,蛹,名,LLH,,近畿日本語アクセント辞典
さね,実・核,名,HL,,近畿日本語アクセント辞典
さば,鯖,名,HH,,近畿日本語アクセント辞典
さび,錆,名,LH,アクセント不安定。,近畿日本語アクセント辞典
さびる,錆びる,上一段,LLH,,近畿日本語アクセント辞典
さぶいぼ,寒疣,名,LLLH,,近畿日本語アクセント辞典
さほど,然程,副,LLH,,近畿日本語アクセント辞典
さま,様,名,HL,慣用句「様になる」ではHH,近畿日本語アクセント辞典
さます,冷ます・覚ます,五段,LLH,,近畿日本語アクセント辞典
さまたげる,妨げる,下一段,HHHHH,,近畿日本語アクセント辞典
さまよう,さまよう,五段,HHHH,,近畿日本語アクセント辞典
さむい,寒い,形,HLL,派生形（さぶい）も同様,近畿日本語アクセント辞典
さむさ,寒さ,名,LHL,,近畿日本語アクセント辞典
さめ,鮫,名,LH,異型：HH,近畿日本語アクセント辞典
さも,然も,副,HL,,近畿日本語アクセント辞典
さや,鞘,名,HL,,近畿日本語アクセント辞典
さゆ,白湯,名,LH,,近畿日本語アクセント辞典
さよ,小夜,名,HL,,近畿日本語アクセント辞典
さよう,左様,副・感,HHH,,近畿日本語アクセント辞典
さようなら,左様なら,感,HLLHL,,近畿日本語アクセント辞典
さよなら,,挨拶,HLHL,近畿で多用,甲種日本語アクセント辞典
さら,皿,名,HH,,近畿日本語アクセント辞典
さらいねん,再来年,Noun,HHHHH,,Wikibooks
さらす,—,助動,HHH,連用形※について、相手の動作を卑下する意味を作る。または、「する」の卑下語。河内方言では、逆説的に親密さを示すためにも用いられる。「久し振りやんけ。何さらしとったんど？上がって茶なとしばきさらさんけ、おんとれ！！」,甲種日本語アクセント辞典（OCR）
さらに,更に,副,LHL,,近畿日本語アクセント辞典
さらぴん,さら品,名,LLLH,,近畿日本語アクセント辞典
さる,然る,連体,HL,,近畿日本語アクセント辞典
さわ,沢,名,HH,,近畿日本語アクセント辞典
さわぐ,騒ぐ,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
さわら,鰆,名,HLL,,近畿日本語アクセント辞典
さわり,,動名詞,HHH,,近畿日本語アクセント辞典
さわる,触る,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
さん,三,"Noun, Numeral",HH,,Wikibooks
さんぎょう,産業,Noun,HLLL,,Wikibooks
さんぽ,散歩,"Noun, Verb, Suru verb",HHH,,Wikibooks
さんま,秋刀魚,名,HHH,,近畿日本語アクセント辞典
ざ,座,名,L,Hも許容,甲種日本語アクセント辞典（OCR）
ざいにちちょうせんじん,在日朝鮮人,名,LLLLLLHLL,,甲種日本語アクセント辞典（OCR）
ざいほう,財宝,名,LLLH,,甲種日本語アクセント辞典（OCR）
ざくろ,柘榴,名,HLL,,近畿日本語アクセント辞典
ざこば,雑魚場,名,LLH,,近畿日本語アクセント辞典
ざす,座主,名,HL,,近畿日本語アクセント辞典
ざっし,雑誌,Noun,LLH,,Wikibooks
ざる,笊,名,LH,,近畿日本語アクセント辞典
ざんねん,残念,"Noun, Adjective, な-adjective",HHHH,,Wikibooks
し,死,名,H,伸ばせず。和語は基本的にすべて伸ばせるが、これは例外。,近畿日本語アクセント辞典
しあわせ,幸せ,"Noun, Adjective, な-adjective",HHHH,,Wikibooks
しい,椎,名,HL,,近畿日本語アクセント辞典
しお,塩,名,HL,,近畿日本語アクセント辞典
しおれる,萎れる,下一段,HHHH,,近畿日本語アクセント辞典
しか,,係助,HL,,近畿日本語アクセント辞典
しかる,叱る,"Verb, 1-verb, Transitive verb",HHH,,Wikibooks
しが,滋賀,地名,HL,,近畿日本語アクセント辞典
しき,磯城,地名,HL,,近畿日本語アクセント辞典
しぎ,鴫,名,LH↘,,近畿日本語アクセント辞典
しげる,茂る,五段,HHH,,近畿日本語アクセント辞典
しこ,醜,名,HL,,近畿日本語アクセント辞典
しこたま,,副,HHHH,,近畿日本語アクセント辞典
しごと,仕事,名,HHH,,近畿日本語アクセント辞典
しし,猪,名,HL,,近畿日本語アクセント辞典
しじみばし,蜆橋,地名,HHHLL,,近畿日本語アクセント辞典
しずか,静か,"Adjective, な-adjective",LHL,,Wikibooks
しずまる,静まる,五段,HHHH,,近畿日本語アクセント辞典
しずむ,沈む,五段,HHH,,近畿日本語アクセント辞典
しずめる,沈める・鎮める,下一段,HHHH,,近畿日本語アクセント辞典
した,下,名,HH,,近畿日本語アクセント辞典
したがう,従ふ,五段,HHHH,,近畿日本語アクセント辞典
したぎ,下着,Noun,HLL,山形化LHL,Wikibooks
したじき,下敷き,名,HHHH,,近畿日本語アクセント辞典
しだ,羊歯,名,HH,古い京都方言ではHL(古形？),近畿日本語アクセント辞典
しち,七,"Noun, Numeral",HL,,Wikibooks
しっぱい,失敗,"Noun, Irregular verb",LLLH,,Wikibooks
しっぱいする,失敗する,"Irregular verb, Noun",LLLL HH,,Wikibooks
しっぽ,尻尾,Noun,HLL,,Wikibooks
しつもん,質問,"Noun, Verb, Suru verb",HHHH,,Wikibooks
しつもんする,質問する,"Irregular verb, Noun",HHHH HH,,Wikibooks
しつれい,失礼,"Noun, Adjective, な-adjective",HHHH,,Wikibooks
して,為て,サ変(テ),HL,,近畿日本語アクセント辞典
しな,品・階,名,HH,,近畿日本語アクセント辞典
しぬ,死ぬ,五段・ナ変,HH,,近畿日本語アクセント辞典
しの,篠,名,HL,,近畿日本語アクセント辞典
しのび,忍び,動名詞,HHH,,近畿日本語アクセント辞典
しのぶ,忍ぶ,五段,HHH,,近畿日本語アクセント辞典
しば,柴,名,HH,古い京都方言ではLH(古形？),近畿日本語アクセント辞典
しばく,,五段,HHH,,近畿日本語アクセント辞典
しばし,暫し,副,HLL,,近畿日本語アクセント辞典
しばしば,屡,副,HLLL,,近畿日本語アクセント辞典
しばらく,暫く,副,LHLL,,近畿日本語アクセント辞典
しばる,縛る,五段,HHH,,近畿日本語アクセント辞典
しぶ,渋,名,HL,,近畿日本語アクセント辞典
しぶい,渋い,形,HLL,,近畿日本語アクセント辞典
しぶき,飛沫,名,HLL,,近畿日本語アクセント辞典
しぶちん,渋ちん,名,LLHL,,近畿日本語アクセント辞典
しべ,蕊,名,HL,,近畿日本語アクセント辞典
しぼる,絞る,五段,HHH,,近畿日本語アクセント辞典
しま,島,名,HL,,近畿日本語アクセント辞典
しまい,終ひ,動名詞,HHH,,近畿日本語アクセント辞典
しまう,仕舞う,五段,HHH,,近畿日本語アクセント辞典
しまる,閉まる,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
しみ,紙魚・染み,名,HH,,近畿日本語アクセント辞典
しみる,染みる,上一段,HHH,,近畿日本語アクセント辞典
しみん,市民,Noun,HLL,,Wikibooks
しむ,染む,五段,HH,派生形（しゅむ）も同様。,近畿日本語アクセント辞典
しめ,染め,五段(仮・命),HL,,近畿日本語アクセント辞典
しめころす,絞め殺す,五段,LLLLH,,近畿日本語アクセント辞典
しめった,湿った,五段PP,HLLL,,近畿日本語アクセント辞典
しめなわ,注連縄,名,LHLL,,近畿日本語アクセント辞典
しめる,湿る,五段,HHH,,近畿日本語アクセント辞典
しも,下,名,HH,京都等ではHLも許容。,近畿日本語アクセント辞典
しゃしゃら,,名(俗),HHH,,近畿日本語アクセント辞典
しゃしん,写真,Noun,HHH,,Wikibooks
しゃち,鯱,名,LH↘,,近畿日本語アクセント辞典
しゃちょう,社長,Noun,HLL,,Wikibooks
しゃべる,喋る,五段,HHH,,近畿日本語アクセント辞典
しゅうかん,習慣,Noun,HHHH,,Wikibooks
しゅうきょう,宗教,Noun,"LHLL, LLHL",,Wikibooks
